,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Date,Accident.Category,injury.rating,damage.rating,State
",25-09-2020,2017-01-30,Minor,1,2,AK
80008,20170131X81133,Accident,CEN17FA095,2017-01-31,PRICE TX,UNITED STATES,Fatal,Destroyed,Airplane,N2810X,CESSNA,177,No,1.0,Reciprocating,091,,Aerial Observation,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain clearance from a communications tower guy-wire. Contributing to the accident was the pilot's decision to conduct a long distance transition flight at a low altitude.,25-09-2020,2017-01-31,Fatal,3,3,TX
80011,20170202X05920,Accident,WPR17LA059,2017-02-01,BAKERSFIELD CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N711YK,BEECH,E 55,No,,Reciprocating,091,,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to select the proper fuel boost pump setting for the left auxiliary fuel pump, which allowed for an excessive fuel flow to the left engine, which resulted in a total loss of engine power and airplane control during an attempted go-around.",25-09-2020,2017-02-01,Serious,2,2,CA
80012,20170203X42626,Accident,WPR17LA061,2017-02-01,CAMERON PARK CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N321BJ,BEECH,95 B55 (T42A),No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"Failure of the landing gear to extend as a result of excessive wear within the landing gear gearbox and motor, which resulted in a gear-up landing. ",05-05-2021,2017-02-01,Minor,1,2,CA
80020,20170302X64943,Accident,GAA17CA169,2017-02-03,BONIFAY FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N6318M,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's failure to maintain directional control during landing in crosswind conditions.,25-09-2020,2017-02-03,Minor,1,2,FL
80022,20170207X40633,Accident,GAA17CA131,2017-02-05,LOVELAND CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N4853U,CESSNA,T210,No,1.0,Reciprocating,091,,Personal,0.0,1.0,0.0,1.0,VMC,,"The pilot's exceedance of the airplanes critical angle of attack during an attempted go-around, which resulted in an aerodynamic stall.",25-09-2020,2017-02-05,Serious,2,2,CO
80023,20170206X23502,Accident,ERA17LA100,2017-02-06,FRIENDLY MD,UNITED STATES,Non-Fatal,Substantial,Airplane,N21HD,PIPER,PA32R,No,1.0,Reciprocating,091,,Personal,0.0,0.0,1.0,0.0,VMC,,A total loss of engine power during initial climb for reasons that could not be determined because examination of the wreckage revealed no mechanical malfunctions or failures that would have precluded normal operation.,,2017-02-06,Minor,1,2,MD
80028,20170222X34040,Accident,GAA17CA150,2017-02-06,POPLAR BLUFF MO,UNITED STATES,Non-Fatal,Substantial,Airplane,N246CA,BEECH,F90,No,2.0,Turbo Prop,091,,Personal,0.0,0.0,0.0,2.0,IMC,,"The pilots descent below the minimum descent altitude during a nonprecision approach, which resulted in a tree strike.
",25-09-2020,2017-02-06,Minor,1,2,MO
80038,20170209X35302,Accident,ANC17LA016,2017-02-09,STERLING AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N1268A,PIPER,PA18,No,1.0,Reciprocating,091,,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilots loss of control while maneuvering for reasons that could not be determined based on the available information.
",25-09-2020,2017-02-09,Minor,1,2,AK
80044,20170212X02502,Accident,GAA17CA138,2017-02-11,ST. PETERSBURG FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N18PS,BEECH,T 34B,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain an appropriate glidepath to the runway.,25-09-2020,2017-02-11,Minor,1,2,FL
80047,20170212X83909,Accident,WPR17FA063,2017-02-12,RAMONA CA,UNITED STATES,Fatal,Substantial,Airplane,N2179L,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,1.0,2.0,0.0,0.0,VMC,,"The flight instructor's failure to ensure that adequate clearance from terrain was maintained after performance of a simulated engine failure maneuver, which resulted in controlled flight into terrain.",25-09-2020,2017-02-12,Fatal,3,2,CA
80049,20170215X21447,Accident,ERA17FA108,2017-02-12,CEDAR KEY FL,UNITED STATES,Fatal,Destroyed,Airplane,N4504X,PIPER,PA28R,No,1.0,Reciprocating,091,,Personal,3.0,0.0,0.0,0.0,IMC,,"The non-instrument-rated pilot's improper decision to continue visual flight rules flight into instrument meteorological conditions, which resulted in spatial disorientation and a loss of airplane control.",25-09-2020,2017-02-12,Fatal,3,3,FL
80051,20170221X10747,Accident,GAA17CA141,2017-02-13,WHEATLAND WY,UNITED STATES,Non-Fatal,Substantial,Airplane,N1421D,CESSNA,170,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,3.0,VMC,,"The flight instructors incorrect compensation for the gusting crosswind during the landing roll, which resulted in a loss of directional control and runway excursion.
",25-09-2020,2017-02-13,Minor,1,2,WY
80054,20170221X02735,Accident,CEN17LA104,2017-02-14,COLUMBUS OH,UNITED STATES,Non-Fatal,Substantial,Airplane,N88EB,BEECH,D55,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The partial loss of left engine power during takeoff and initial climb, which led to a hard landing in gusting crosswind conditions. The reason for the loss of engine power could not be determined because postaccident examination of the left engine revealed no anomalies that would have precluded normal operation.",25-09-2020,2017-02-14,Minor,1,2,OH
80056,20170222X93839,Accident,GAA17CA148,2017-02-14,BECKWOURTH CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N425RS,BEECH,A23,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,1.0,0.0,VMC,,"The student pilots inadvertent use of the control yoke to correct for a drift and his subsequent failure to maintain directional control during takeoff.
",25-09-2020,2017-02-14,Minor,1,2,CA
80057,20170307X03418,Accident,CEN17LA121,2017-02-14,RATTAN OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N1551C,BEECH,C90A,No,2.0,Turbo Prop,135,NSCH,,0.0,0.0,0.0,3.0,IMC,,The loss of electrical power due to the pilots inadvertent selection of the engine start switches and the subsequent fuel exhaustion to the left engine as the pilot attempted to locate visual meteorological conditions. Contributing to the accident were the pilots failure to ensure adequate fuel reserves on board for the flight in instrument meteorological conditions and the miscommunication between the pilot and medical crewmembers. ,,2017-02-14,Minor,1,2,OK
80061,20170216X12429,Accident,GAA17CA140,2017-02-16,BURLINGTON NC,UNITED STATES,Non-Fatal,Substantial,Airplane,N381MG,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain the runway heading during an attempted go-around in gusting crosswind conditions, which resulted in a runway excursion.",25-09-2020,2017-02-16,Minor,1,2,NC
80062,20170216X12812,Accident,ERA17FA107,2017-02-16,CLIMAX GA,UNITED STATES,Fatal,Substantial,Airplane,N3434G,BEECH,A45,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,"The failure of maintenance personnel to ensure that the throttle and fuel metering unit AN ""B"" nut was secured, which resulted in a total loss of engine power in flight and a subsequent collision with trees while attempting to land after sunset.",25-09-2020,2017-02-16,Fatal,3,2,GA
80063,20170216X50911,Accident,ERA17FA106,2017-02-16,WINDER GA,UNITED STATES,Fatal,Substantial,Airplane,N24695,BEECH,C23,No,1.0,Reciprocating,091,,Instructional,2.0,0.0,0.0,0.0,VMC,,"The flight instructor's inadequate preflight planning and operation of the airplane outside its center of gravity envelope, which resulted in a loss of control while maneuvering.",25-09-2020,2017-02-16,Fatal,3,2,GA
80065,20170301X33456,Accident,WPR17LA070,2017-02-16,POMONA CA,UNITED STATES,Non-Fatal,Substantial,Airplane,N222EN,BEECH,F33A,No,,Reciprocating,091,,Personal,0.0,1.0,0.0,1.0,VMC,,The total loss of engine power for reasons that could not be determined because postaccident examination of the engine revealed no mechanical malfunctions or failures that would have precluded normal operation.,,2017-02-16,Serious,2,2,CA
80067,20170314X64829,Accident,GAA17CA187,2017-02-16,RUBY AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N72999,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain directional control while landing in flat light conditions on a hard-packed snow-covered landing area. 
",25-09-2020,2017-02-16,Minor,1,2,AK
80068,20170224X82029,Accident,GAA17CA180,2017-02-17,NAPLES FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N737RT,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots failure to maintain pitch control, which resulted in a hard landing. 
",25-09-2020,2017-02-17,Minor,1,2,FL
80073,20170224X40429,Accident,ERA17CA114,2017-02-18,STATESVILLE NC,UNITED STATES,Non-Fatal,Substantial,Airplane,N738DS,CESSNA,172N,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,A loss of airplane control during takeoff for reasons that could not be determined based on the available information. ,,2017-02-18,Minor,1,2,NC
80076,20170307X70706,Accident,CEN17LA122,2017-02-18,CENTENNIAL CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N2702R,PIPER,PA 28R-200,No,1.0,Reciprocating,091,,Instructional,0.0,1.0,1.0,0.0,VMC,,"The loss of airplane control during takeoff for reasons that could not be determined based on the available information, which resulted in an aerodynamic stall and impact with terrain.",25-09-2020,2017-02-18,Serious,2,2,CO
80077,20170219X40644,Accident,ERA17LA110,2017-02-19,BAYONNE NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N15745,PIPER,PA28R,No,1.0,Reciprocating,091,,Personal,0.0,0.0,1.0,0.0,VMC,,"Maintenance personnels incorrect installation of the No. 3 cylinders hydraulic valve tappet plunger, which resulted in a failure of the No. 3 cylinders intake valve and the subsequent partial loss of engine power.
 ",25-09-2020,2017-02-19,Minor,1,2,NJ
80079,20170219X54712,Accident,GAA17CA154,2017-02-19,BALLY PA,UNITED STATES,Non-Fatal,Substantial,Airplane,N123GT,CESSNA,180,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilots failure to maintain directional control during takeoff in crosswind conditions.
",25-09-2020,2017-02-19,Minor,1,2,PA
80080,20170221X13702,Accident,GAA17CA142,2017-02-19,THREE RIVERS MI,UNITED STATES,Non-Fatal,Substantial,Airplane,N11344,CESSNA,T182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain sufficient airspeed during the landing flare, which resulted in a hard landing and a nose-over. 
",25-09-2020,2017-02-19,Minor,1,2,MI
80082,20170222X85738,Accident,GAA17CA147,2017-02-19,FAIRBANKS AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N185AE,CESSNA,A185,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain an appropriate glidepath to the runway and to use the vertical guidance system.,25-09-2020,2017-02-19,Minor,1,2,AK
80088,20170301X91005,Accident,GAA17CA161,2017-02-20,PHOENIX AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N962WW,PIPER,PA 28R,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,"An in-flight collision with a bird.
",25-09-2020,2017-02-20,Minor,1,2,AZ
80094,20170222X12747,Accident,ERA17FA112,2017-02-22,EAST HAVEN CT,UNITED STATES,Fatal,Destroyed,Airplane,N2452C,PIPER,PA38,No,1.0,Reciprocating,091,,Instructional,1.0,0.0,1.0,0.0,VMC,,"The failure of the fuel selector valve in a position that restricted fuel flow to the engine, resulting in a total loss of engine power during initial climb due to fuel starvation. Also causal was the operator's failure to effectively detect and resolve the wear and progressive binding of the fuel selector valve before it failed due to excessive rotational force being applied. Contributing was the flight instructor's exceedance of the airplane's critical angle of attack during an emergency return to the airport, which resulted in an aerodynamic stall/spin.",25-09-2020,2017-02-22,Fatal,3,3,CT
80098,20170224X34451,Accident,WPR17LA064,2017-02-23,STEVENSVILLE MT,UNITED STATES,Non-Fatal,Substantial,Airplane,N3803J,BEECH,A36TC,No,1.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilot's decision to conduct a takeoff with a tailwind on an upsloping runway in an overweight airplane, which resulted in the airplane having insufficient energy to climb out of ground effect.

",25-09-2020,2017-02-23,Serious,2,2,MT
80099,20170228X43205,Accident,GAA17CA159,2017-02-23,BIG LAKE AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N6024D,PIPER,PA22,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,IMC,,"The contamination of snow and ice on the left main landing gear and brake, which prevented the wheel from rolling during touchdown and resulted in a nose-over.",25-09-2020,2017-02-23,Minor,1,2,AK
80104,20170224X20723,Accident,GAA17CA162,2017-02-24,LINDEN NJ,UNITED STATES,Non-Fatal,Substantial,Airplane,N685V,CESSNA,T337,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots abrupt maneuver to avoid birds during short final approach, which resulted in a hard, bounced landing.
",25-09-2020,2017-02-24,Minor,1,2,NJ
80105,20170224X75120,Accident,GAA17CA156,2017-02-24,ORANGE MA,UNITED STATES,Non-Fatal,Substantial,Airplane,N77116,CESSNA,120,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots selection of unsuitable terrain for landing, which resulted in a nose-over.
",25-09-2020,2017-02-24,Minor,1,2,MA
80109,20160919X20225,Accident,GAA17CA157,2017-02-25,WEISER ID,UNITED STATES,Non-Fatal,Substantial,Airplane,N4404T,PIPER,PA 28-140,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain directional control and to maintain clearance from a snow berm during the aborted landing. ,,2017-02-25,Minor,1,2,ID
80112,20170301X20646,Accident,CEN17CA114,2017-02-25,WAUKESHA WI,UNITED STATES,Non-Fatal,Substantial,Airplane,N255BC,CESSNA,340A,No,2.0,Reciprocating,091,,Positioning,0.0,0.0,0.0,1.0,IMC,,The pilots decision to fly in in conditions conducive to structural icing and her subsequent failure to maintain airplane control during the instrument approach.,25-09-2020,2017-02-25,Minor,1,2,WI
80114,20170227X54511,Accident,WPR17FA065,2017-02-26,PANGUITCH UT,UNITED STATES,Fatal,Substantial,Airplane,N3712F,CESSNA,172,No,1.0,Reciprocating,091,,Personal,3.0,0.0,0.0,0.0,VMC,,"The pilot's continued visual flight rules flight into instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the accident were the pilot's inadequate preflight weather planning and his poor decision-making.",25-09-2020,2017-02-26,Fatal,3,2,UT
80115,20170228X70133,Accident,GAA17CA160,2017-02-26,MADILL OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N6132Q,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain clearance from a hangar while taxiing at night.
",25-09-2020,2017-02-26,Minor,1,2,OK
80119,20170227X30016,Accident,CEN17FA111,2017-02-27,BERTHOUD CO,UNITED STATES,Fatal,Substantial,Airplane,N2461N,CESSNA,172S,No,1.0,Reciprocating,091,,Instructional,2.0,0.0,0.0,0.0,VMC,,The failure of the pilots to apply prompt and/or correct flight control inputs to adequately recover from the intentional aerodynamic spin.,25-09-2020,2017-02-27,Fatal,3,2,CO
80122,20170301X95555,Accident,GAA17CA166,2017-02-27,PHOENIX AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N309PA,PIPER,PA28,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,3.0,VMC,,"The flight instructors incorrect control inputs while taking off with a known quartering tailwind, which resulted in a loss of directional control and runway excursion.
",25-09-2020,2017-02-27,Minor,1,2,AZ
80123,20170227X34320,Accident,WPR17FA066,2017-02-28,RIVERSIDE CA,UNITED STATES,Fatal,Destroyed,Airplane,N1246G,CESSNA,T310Q,No,2.0,Reciprocating,091,,Personal,4.0,0.0,1.0,0.0,IMC,,"The pilot's failure to maintain airplane control upon entering instrument meteorological conditions, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilot's personal pressure to complete the flight despite the weather conditions.",25-09-2020,2017-02-28,Fatal,3,3,CA
80127,20170301X43311,Accident,GAA17CA163,2017-03-01,ST PETERSBURG FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N22904,CESSNA,172S,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilots overcompensation of right rudder pedal application during the landing roll, which resulted in a loss of directional control and impact with runway signage and a fence. 
",25-09-2020,2017-03-01,Minor,1,2,FL
80133,20170302X21331,Accident,ERA17LA121,2017-03-02,FT LAUDERDALE FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N340DW,CESSNA,340,No,2.0,Reciprocating,091,,Flight Test,0.0,0.0,0.0,1.0,VMC,,"Failure of the left main landing gear downlock link, which resulted in a landing gear collapse during the landing roll.",25-09-2020,2017-03-02,Minor,1,2,FL
80135,20170306X55606,Accident,GAA17CA173,2017-03-02,TULSA OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N6138Q,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilots loss of directional control.
",25-09-2020,2017-03-02,Minor,1,2,OK
80136,20170306X60222,Accident,GAA17CA175,2017-03-02,GREENVILLE ME,UNITED STATES,Non-Fatal,Substantial,Airplane,N7450X,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while taxiing in gusting crosswind conditions.,25-09-2020,2017-03-02,Minor,1,2,ME
80138,20170303X52046,Accident,ANC17LA017,2017-03-03,METLAKATLA AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N103AF,BEECH,G18,No,2.0,Reciprocating,091,,Personal,0.0,2.0,0.0,0.0,IMC,,An engine power loss for reasons that could not be determined because the airplane was not recovered.,25-09-2020,2017-03-03,Serious,2,2,AK
80139,20170306X30953,Accident,GAA17CA172,2017-03-03,ALPINE TX,UNITED STATES,Non-Fatal,Substantial,Airplane,N2892Y,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,"The pilots inadequate compensation for gusting crosswind conditions at night and his delayed go-around, which resulted in the airplane bouncing and impacting a fence.
",25-09-2020,2017-03-03,Minor,1,2,TX
80140,20170304X15812,Accident,ERA17FA118,2017-03-04,CANTON GA,UNITED STATES,Fatal,Substantial,Airplane,N421KL,CESSNA,421,No,2.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilot's failure to maintain control of the airplane during a night visual landing approach. Contributing to the accident was the pilot's impairment due to his use of a combination of medications.,25-09-2020,2017-03-04,Fatal,3,2,GA
80141,20170304X55438,Accident,ERA17FA119,2017-03-04,DUETTE FL,UNITED STATES,Fatal,Destroyed,Airplane,N39AG,BEECH,B 60,No,2.0,Reciprocating,091,,Instructional,2.0,0.0,0.0,0.0,VMC,,The pilots' decision to perform flight training maneuvers at low airspeed at an altitude that was  insufficient for stall recovery. Contributing to the accident was the flight instructor's  inappropriate use of non-standard stall recovery techniques.,25-09-2020,2017-03-04,Fatal,3,3,FL
80146,20170305X82212,Accident,ERA17LA120,2017-03-05,ARGYLE NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N60939,CESSNA,150J,No,1.0,Reciprocating,091,,Instructional,0.0,2.0,0.0,0.0,VMC,,"A total loss of engine power for undetermined reasons, which resulted in a forced landing and subsequent impact with trees. ",20-05-2021,2017-03-05,Serious,2,2,NY
80150,20170306X60913,Accident,ANC17FA018,2017-03-06,NOME AK,UNITED STATES,Fatal,Substantial,Airplane,N736AS,CESSNA,R172K,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,IMC,,"The pilot's improper decision to conduct multiple visual approaches to the destination airport despite the night instrument meteorological conditions; the airplane's low fuel state at that time, which resulted in a total loss of engine power due to fuel exhaustion; and the pilot's subsequent failure to maintain adequate airspeed, which led to an aerodynamic stall and a loss of control. Contributing to the accident was the pilot's operation of the flight with a medical certification limitation that precluded him from night flying.",25-09-2020,2017-03-06,Fatal,3,2,AK
80166,20170311X85300,Accident,WPR17LA076,2017-03-11,RENO NV,UNITED STATES,Non-Fatal,Substantial,Airplane,N301FW,PIPER,AEROSTAR 602P,No,2.0,Reciprocating,091,,Business,0.0,0.0,0.0,1.0,VMC,,"The failure of the left main landing gear to fully extend for reasons that could not be determined because postaccident examination and testing did not reveal any evidence of preimpact mechanical failures or malfunctions that would have precluded normal operation.
",25-09-2020,2017-03-11,Minor,1,2,NV
80171,20170320X23451,Accident,GAA17CA191,2017-03-11,KALAUPAPA HI,UNITED STATES,Non-Fatal,Substantial,Airplane,N865MA,CESSNA,208,No,1.0,Turbo Prop,135,NSCH,,0.0,2.0,0.0,7.0,VMC,,"The pilot's attempted aborted landing late in the landing sequence because she saw another airplane on the runway facing her with its propeller turning, which resulted in a hard landing, a subsequent loss of directional control, and ground loop. ",14-01-2021,2017-03-11,Serious,2,2,HI
80172,20170313X22258,Accident,ERA17LA128,2017-03-12,TAMPA FL,UNITED STATES,Non-Fatal,Substantial,Airplane,N8447R,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"A collapsed engine induction duct, which resulted in restricted air flow to the engine and a subsequent loss of engine power. Contributing to the accident was the operator's failure to ensure that the correct induction duct was installed.",25-09-2020,2017-03-12,Minor,1,2,FL
80175,20170314X91011,Accident,GAA17CA186,2017-03-12,HILLSBORO OR,UNITED STATES,Non-Fatal,Substantial,Airplane,N5440H,CESSNA,172,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain directional control during the landing roll in quartering tailwind conditions.,25-09-2020,2017-03-12,Minor,1,2,OR
80177,20170316X84435,Accident,GAA17CA189,2017-03-12,GILA BEND AZ,UNITED STATES,Non-Fatal,Substantial,Airplane,N288PA,PIPER,PA 28,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,3.0,VMC,,"The flight instructors failure to review the notices to airmen related to the airport, which resulted in his landing on a closed runway and the airplane striking runway closed markers. 
",25-09-2020,2017-03-12,Minor,1,2,AZ
80180,20170314X61104,Accident,CEN17LA126,2017-03-13,SKIATOOK OK,UNITED STATES,Non-Fatal,Substantial,Airplane,N6330B,CESSNA,182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of directional control while taxiing for reasons that could not be determined because postaccident examination of the airplane revealed no mechanical malfunctions or failures that would have precluded normal operation.,25-09-2020,2017-03-13,Minor,1,2,OK
80182,20170314X80958,Accident,GAA17CA188,2017-03-14,ANCHORAGE AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N3654M,PIPER,PA 12,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during the taxi on skis on hard-packed snow in gusting wind conditions.
",25-09-2020,2017-03-14,Minor,1,2,AK
80187,20170317X82510,Accident,CEN17FA132,2017-03-16,OPAL SD,UNITED STATES,Fatal,Destroyed,Airplane,N9581X,CESSNA,210B,No,1.0,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilot's loss of airplane control for reasons that could not be determined due to a lack of evidence.,25-09-2020,2017-03-16,Fatal,3,3,SD
80192,20170322X20012,Accident,GAA17CA197,2017-03-18,COLORADO SPRINGS CO,UNITED STATES,Non-Fatal,Substantial,Airplane,N747AB,CESSNA,R182,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to complete the landing checklist and to extend the landing gear before touchdown.
",25-09-2020,2017-03-18,Minor,1,2,CO
80196,20170320X33640,Accident,GAA17CA193,2017-03-19,PALMER AK,UNITED STATES,Non-Fatal,Substantial,Airplane,N92544,PIPER,PA 12,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain directional control during takeoff, which resulted in a ground loop.
",25-09-2020,2017-03-19,Minor,1,2,AK
80198,20170404X35012,Accident,CEN17LA145,2017-03-19,COLUMBIA IL,UNITED STATES,Non-Fatal,Substantial,Airplane,N1915N,CESSNA,120,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,2.0,VMC,,The partial loss of engine power due to carburetor icing.,25-09-2020,2017-03-19,Minor,1,2,IL
80202,20170417X01326,Incident,CEN17IA155,2017-03-20,GREELEY CO,UNITED STATES,Non-Fatal,Minor,Airplane,N6402V,CESSNA,172RG,No,1.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"Failure of the left main landing gear actuator assembly, which resulted in an inability to extend the left main landing gear.
",25-09-2020,2017-03-20,Minor,1,1,CO
80205,20170321X21045,Accident,ERA17LA134,2017-03-22,ISLIP NY,UNITED STATES,Non-Fatal,Substantial,Airplane,N62RF,BEECH,95B55,No,2.0,Reciprocating,091,,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to lower the landing gear before touchdown, which resulted in the gear-up landing.",01-06-2021,2017-03-22,Minor,1,2,NY
80209,20170323X90917,Accident,GAA17CA206,2017-03-23,TIMBERLAKE NC,UNITED STATES,Non-Fatal,Substantial,Airplane,N3947R,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,"The student pilots failure to maintain pitch control during the landing flare with a tailwind, which resulted in a propeller strike. 
",25-09-2020,2017-03-23,Minor,1,2,NC
80211,20170324X00400,Accident,CEN17FA138,2017-03-24,UNION CITY OK,UNITED STATES,Fatal,Destroyed,Airplane,N2053Y,BEECH,V35,No,,Reciprocating,091,,Personal,1.0,0.0,0.0,0.0,VMC,,The pilot's improper recovery from a spin.,25-09-2020,2017-03-24,Fatal,3,3,OK
80212,20170324X05532,Accident,ERA17FA135,2017-03-24,MARIETTA GA,UNITED STATES,Fatal,Destroyed,Airplane,N8DX,CESSNA,500,No,2.0,Turbo Fan,091,,Business,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while manually flying the airplane, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the pilot's inability control the airplane without the aid of the autopilot.",25-09-2020,2017-03-24,Fatal,3,3,GA
80213,20170324X50850,Accident,GAA17CA205,2017-03-24,BALTIMORE MD,UNITED STATES,Non-Fatal,Substantial,Airplane,N13499,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilots failure to maintain clearance from other airplanes in the run-up area. ,,2017-03-24,Minor,1,2,MD
80215,20170328X23328,Accident,GAA17CA207,2017-03-24,SALT LAKE CITY UT,UNITED STATES,Non-Fatal,Substantial,Airplane,N551BC,CESSNA,550,No,2.0,Turbo Fan,091,,Personal,0.0,0.0,0.0,7.0,VMC,,"An in-flight collision with a goose during approach.
",25-09-2020,2017-03-24,Minor,1,2,UT
80216,20170325X73114,Accident,ERA17FA136,2017-03-25,HAYDEN AL,UNITED STATES,Fatal,Destroyed,Airplane,N6563D,CESSNA,T210,No,1.0,Reciprocating,091,,Personal,4.0,0.0,0.0,0.0,VMC,,"The pilot's decision to continue the flight into known adverse weather conditions, which resulted in spatial disorientation and a subsequent loss of airplane control and in-flight breakup.",25-09-2020,2017-03-25,Fatal,3,3,AL
